Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Lanes_or_Medians,Light_conditions,Weather_conditions,Type_of_collision,Cause_of_accident,Location,Accident_severity
11:57:00,Saturday,Over 51,Male,Elementary school,Employee,5-10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,Changing lane to the right,"ECR, Chennai",Slight Injury
11:57:00,Saturday,18-30,Male,High school,Owner,Below 1yr,other,Daylight,Normal,Collision with roadside objects,Changing lane to the left,"GST Road, Chennai",Slight Injury
11:54:00,Saturday,18-30,Male,Junior high school,Employee,Above 10yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,No distancing,"Alandur, Chennai",Slight Injury
11:54:00,Saturday,18-30,Male,Junior high school,Employee,5-10yr,One way,Daylight,Normal,Vehicle with vehicle collision,Overturning,"Rajiv Gandhi Salai, Chennai",Slight Injury
21:00:00,Monday,18-30,Male,Junior high school,Employee,Below 1yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,No priority to vehicle,"Poonamallee High Road, Chennai",Slight Injury
21:00:00,Monday,Unknown,Male,Junior high school,Employee,Above 10yr,Undivided Two way,Darkness - lights lit,Normal,Collision with pedestrians,Moving Backward,"Porur, Chennai",Slight Injury
14:23:00,Wednesday,31-50,Male,Junior high school,Employee,5-10yr,One way,Daylight,Normal,Vehicle with vehicle collision,Driving under the influence of drugs,"Velachery Main Road, Chennai",Slight Injury
14:23:00,Wednesday,31-50,Male,Junior high school,Owner,Above 10yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,Moving Backward,"OMR, Chennai",Slight Injury
08:30:00,Wednesday,31-50,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Daylight,Raining,Vehicle with vehicle collision,Changing lane to the right,"Chromepet, Chennai",Slight Injury
08:30:00,Wednesday,18-30,Male,Junior high school,Employee,1-2yr,Two-way (divided with broken lines road marking),Daylight,Raining,Rollover,Overspeed,"Outer Ring Road, Chennai",Slight Injury
14:37:00,Saturday,18-30,Male,Junior high school,Employee,1-2yr,other,Daylight,Normal,Collision with roadside objects,Driving under the influence of drugs,"Old Mahabalipuram Road, Chennai",Serious Injury
14:37:00,Saturday,18-30,Male,Junior high school,Employee,1-2yr,Double carriageway (median),Daylight,Normal,Vehicle with vehicle collision,Driving carelessly,"Tambaram, Chennai",Serious Injury
15:51:00,Monday,18-30,Male,High school,Employee,2-5yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,No distancing,"ECR, Chennai",Slight Injury
15:51:00,Monday,18-30,Male,High school,Owner,Above 10yr,Double carriageway (median),Daylight,Normal,Collision with roadside objects,No priority to vehicle,"GST Road, Chennai",Slight Injury
12:40:00,Saturday,Over 51,Male,Elementary school,Employee,2-5yr,Double carriageway (median),Daylight,Normal,Vehicle with vehicle collision,Overspeed,"Alandur, Chennai",Serious Injury
11:01:00,Wednesday,Over 51,Male,Junior high school,Employee,Above 10yr,Double carriageway (median),Daylight,Raining,Vehicle with vehicle collision,Driving under the influence of drugs,"Rajiv Gandhi Salai, Chennai",Slight Injury
11:01:00,Wednesday,Over 51,Male,High school,Employee,2-5yr,Two-way (divided with broken lines road marking),Daylight,Raining,Vehicle with vehicle collision,Changing lane to the right,"Poonamallee High Road, Chennai",Slight Injury
17:41:00,Wednesday,18-30,Male,Junior high school,Other,No Licence,,Darkness - lights unlit,Normal,Rollover,Changing lane to the right,"Porur, Chennai",Slight Injury
17:41:00,Wednesday,Over 51,Male,Junior high school,Employee,1-2yr,One way,Darkness - lights unlit,Normal,Rollover,Changing lane to the right,"Velachery Main Road, Chennai",Slight Injury
16:55:00,Thursday,18-30,Male,Junior high school,Owner,5-10yr,Undivided Two way,Daylight,Normal,Collision with pedestrians,Changing lane to the right,"OMR, Chennai",Slight Injury
10:30:00,Saturday,18-30,Male,Junior high school,Employee,1-2yr,,Daylight,Raining,Vehicle with vehicle collision,Moving Backward,"Chromepet, Chennai",Slight Injury
18:20:00,Wednesday,Under 18,Male,Junior high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,No distancing,"Outer Ring Road, Chennai",Serious Injury
18:20:00,Wednesday,Under 18,Male,Junior high school,Employee,1-2yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,Overspeed,"Old Mahabalipuram Road, Chennai",Serious Injury
17:22:00,Monday,31-50,Male,Junior high school,Employee,1-2yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Collision with pedestrians,No distancing,"Tambaram, Chennai",Slight Injury
16:19:00,Friday,31-50,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),Daylight,Normal,Collision with pedestrians,Driving carelessly,"129 Feet Road, Anna Nagar",Slight Injury
20:43:00,Sunday,Under 18,Male,High school,Employee,1-2yr,Undivided Two way,Darkness - lights lit,Raining,Vehicle with vehicle collision,No distancing,"Nungambakkam, Chennai",Slight Injury
20:43:00,Sunday,18-30,Male,Junior high school,Employee,1-2yr,Undivided Two way,Darkness - lights lit,Raining,Vehicle with vehicle collision,No distancing,"Mount Road, Chennai",Slight Injury
22:35:00,Wednesday,18-30,Male,Elementary school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,No distancing,"T Nagar, Chennai",Slight Injury
22:35:00,Wednesday,18-30,Male,Junior high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Collision with roadside objects,Changing lane to the right,"GST Road, Chennai",Slight Injury
22:35:00,Wednesday,18-30,Male,Elementary school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,No distancing,"Chromepet, Chennai",Slight Injury
05:50:00,Wednesday,31-50,Male,Junior high school,Employee,Above 10yr,Undivided Two way,Darkness - lights lit,Raining,Collision with roadside objects,No priority to vehicle,"Outer Ring Road, Chennai",Slight Injury
05:50:00,Wednesday,Unknown,Female,Junior high school,Employee,1-2yr,Double carriageway (median),Darkness - lights lit,Raining,Vehicle with vehicle collision,Changing lane to the left,"Old Mahabalipuram Road, Chennai",Slight Injury
09:22:00,Monday,Over 51,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,Moving Backward,"Tambaram, Chennai",Slight Injury
09:22:00,Monday,18-30,Male,High school,Owner,2-5yr,Undivided Two way,Daylight,Normal,Collision with roadside objects,Driving carelessly,"Rajiv Gandhi Salai, Chennai",Slight Injury
09:26:00,Wednesday,Unknown,Male,Junior high school,Employee,2-5yr,other,Daylight,Raining,Vehicle with vehicle collision,Changing lane to the left,"Poonamallee High Road, Chennai",Slight Injury
09:26:00,Wednesday,31-50,Unknown,Junior high school,Employee,5-10yr,Undivided Two way,Daylight,Raining,Vehicle with vehicle collision,No priority to pedestrian,"Porur, Chennai",Slight Injury
13:40:00,Sunday,31-50,Male,Junior high school,Employee,5-10yr,Undivided Two way,Daylight,Normal,Collision with roadside objects,No distancing,"Velachery Main Road, Chennai",Slight Injury
13:40:00,Sunday,Over 51,Male,Junior high school,Employee,2-5yr,Undivided Two way,Daylight,Normal,Collision with roadside objects,No distancing,"OMR, Chennai",Slight Injury
13:40:00,Sunday,31-50,Male,High school,Employee,Above 10yr,One way,Daylight,Normal,Vehicle with vehicle collision,Overturning,"Alandur, Chennai",Slight Injury
04:38:00,Saturday,18-30,Male,Elementary school,Employee,5-10yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,No distancing,"GST Road, Chennai",Slight Injury
04:38:00,Saturday,Over 51,Male,Junior high school,Employee,Above 10yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,Drunk driving,"Old Mahabalipuram Road, Chennai",Slight Injury
02:32:00,Thursday,18-30,Male,Writing & reading,Employee,2-5yr,Double carriageway (median),Darkness - lights lit,Normal,Vehicle with vehicle collision,Moving Backward,"Tambaram, Chennai",Serious Injury
02:32:00,Thursday,18-30,Male,Junior high school,Employee,2-5yr,Two-way (divided with solid lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,No priority to pedestrian,"130 Feet Road, Anna Nagar",Serious Injury
19:00:00,Tuesday,Unknown,Female,High school,Employee,2-5yr,other,Darkness - lights lit,Other,Vehicle with vehicle collision,Changing lane to the left,"Nungambakkam, Chennai",Slight Injury
19:00:00,Tuesday,Under 18,Male,Junior high school,Employee,1-2yr,Undivided Two way,Darkness - lights lit,Other,Vehicle with vehicle collision,Changing lane to the left,"Mount Road, Chennai",Slight Injury
13:38:00,Friday,Over 51,Male,High school,Employee,5-10yr,other,Daylight,Normal,Vehicle with vehicle collision,Getting off the vehicle improperly,"T Nagar, Chennai",Slight Injury
07:53:00,Thursday,18-30,Male,Elementary school,Employee,2-5yr,other,Daylight,Raining,Vehicle with vehicle collision,No distancing,"Rajiv Gandhi Salai, Chennai",Slight Injury
07:53:00,Thursday,18-30,Male,Junior high school,Employee,1-2yr,other,Daylight,Raining,Vehicle with vehicle collision,Changing lane to the right,"Kamarajar Salai, Chennai",Slight Injury
07:53:00,Thursday,Over 51,Male,Elementary school,Employee,1-2yr,other,Daylight,Raining,Vehicle with vehicle collision,Changing lane to the right,"Thirumangalam, Chennai",Slight Injury
20:13:00,Tuesday,31-50,Male,High school,Employee,No Licence,One way,Darkness - lights lit,Raining,Vehicle with vehicle collision,Moving Backward,"GST Road, Chennai",Serious Injury
16:28:00,Tuesday,Over 51,Male,Junior high school,Owner,5-10yr,Two-way (divided with broken lines road marking),Daylight,Raining,Vehicle with vehicle collision,Driving at high speed,"Poonamallee High Road, Chennai",Slight Injury
16:28:00,Tuesday,Under 18,Male,Junior high school,Employee,1-2yr,other,Daylight,Raining,Vehicle with vehicle collision,Changing lane to the left,"Porur, Chennai",Slight Injury
16:28:00,Tuesday,Unknown,Male,Junior high school,Employee,2-5yr,Undivided Two way,Daylight,Raining,Vehicle with vehicle collision,Changing lane to the right,"Velachery Main Road, Chennai",Slight Injury
00:55:00,Saturday,18-30,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,No distancing,"OMR, Chennai",Serious Injury
00:55:00,Saturday,18-30,Male,,,,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,Changing lane to the right,"Chromepet, Chennai",Serious Injury
00:55:00,Saturday,18-30,Male,,,,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,Changing lane to the right,"Outer Ring Road, Chennai",Serious Injury
18:30:00,Monday,18-30,Male,Junior high school,Employee,2-5yr,,Darkness - lights lit,Normal,Collision with roadside objects,No distancing,"Old Mahabalipuram Road, Chennai",Serious Injury
18:30:00,Monday,18-30,Male,Junior high school,Employee,Above 10yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,Changing lane to the right,"Tambaram, Chennai",Serious Injury
18:30:00,Monday,31-50,Male,Junior high school,Owner,Above 10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Collision with pedestrians,Driving carelessly,"ECR, Chennai",Serious Injury
08:15:00,Tuesday,31-50,Male,,,,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,Driving carelessly,"GST Road, Chennai",Serious Injury
08:15:00,Tuesday,31-50,Male,Elementary school,Owner,Above 10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Collision with roadside objects,Changing lane to the right,"Alandur, Chennai",Serious Injury
18:26:00,Monday,18-30,Unknown,,,,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,Overturning,"Rajiv Gandhi Salai, Chennai",Slight Injury
18:26:00,Monday,18-30,Male,Junior high school,Owner,5-10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,Changing lane to the right,"Mount Road, Chennai",Slight Injury
18:26:00,Monday,31-50,Male,Junior high school,Owner,Above 10yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,Moving Backward,"Vadapalani, Chennai",Slight Injury
00:10:00,Saturday,18-30,Male,High school,Owner,Above 10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,No distancing,"Thirumangalam High Road, Chennai",Serious Injury
00:10:00,Saturday,18-30,Male,,,,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,Overturning,"Perambur, Chennai",Serious Injury
00:10:00,Saturday,31-50,Male,Elementary school,Employee,5-10yr,Undivided Two way,Darkness - lights lit,Normal,Rollover,Driving carelessly,"GST Road, Chennai",Serious Injury
00:10:00,Saturday,Over 51,Male,Elementary school,Owner,Above 10yr,Undivided Two way,Darkness - lights lit,Normal,Collision with roadside objects,Changing lane to the right,"Old Mahabalipuram Road, Chennai",Serious Injury
00:10:00,Saturday,Over 51,Male,Junior high school,Owner,Below 1yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,Driving at high speed,"Tambaram, Chennai",Serious Injury
00:10:00,Saturday,Unknown,Male,Junior high school,Owner,2-5yr,Undivided Two way,Darkness - lights lit,Normal,Collision with roadside objects,Changing lane to the left,"ECR, Chennai",Serious Injury
08:13:00,Wednesday,31-50,Male,Junior high school,Owner,2-5yr,Two-way (divided with broken lines road marking),Daylight,Raining and Windy,Vehicle with vehicle collision,Driving carelessly,"OMR, Chennai",Slight Injury
08:13:00,Wednesday,31-50,Male,High school,Owner,5-10yr,Two-way (divided with broken lines road marking),Daylight,Raining and Windy,Vehicle with vehicle collision,No distancing,"Alandur, Chennai",Slight Injury
08:13:00,Wednesday,31-50,Male,Junior high school,Owner,,Two-way (divided with broken lines road marking),Daylight,Raining and Windy,Vehicle with vehicle collision,Moving Backward,"Vadapalani, Chennai",Slight Injury
17:46:00,Monday,18-30,Male,,Owner,Below 1yr,Undivided Two way,Darkness - lights lit,Raining and Windy,Vehicle with vehicle collision,No priority to pedestrian,"Thirumangalam High Road, Chennai",Slight Injury
17:46:00,Monday,31-50,Male,Elementary school,Owner,Above 10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Raining and Windy,Vehicle with vehicle collision,Moving Backward,"Perambur, Chennai",Slight Injury
02:40:00,Saturday,Unknown,Female,Elementary school,Owner,Below 1yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Collision with roadside objects,Changing lane to the right,"GST Road, Chennai",Slight Injury
02:40:00,Saturday,Unknown,Female,Junior high school,Owner,5-10yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,No distancing,"Old Mahabalipuram Road, Chennai",Slight Injury
13:00:00,Saturday,31-50,Male,Junior high school,Owner,5-10yr,other,Daylight,Normal,Collision with roadside objects,Drunk driving,"Tambaram, Chennai",Slight Injury
13:00:00,Saturday,31-50,Male,,Owner,,other,Daylight,Normal,Vehicle with vehicle collision,Changing lane to the right,"ECR, Chennai",Slight Injury
13:00:00,Saturday,31-50,Male,Junior high school,Employee,1-2yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,Driving carelessly,"GST Road, Chennai",Slight Injury
13:00:00,Saturday,31-50,Male,High school,Owner,5-10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,Driving to the left,"Alandur, Chennai",Slight Injury
13:00:00,Saturday,31-50,Male,Junior high school,Employee,5-10yr,other,Daylight,Normal,Vehicle with vehicle collision,Changing lane to the right,"Rajiv Gandhi Salai, Chennai",Slight Injury
13:00:00,Saturday,31-50,Male,Junior high school,Employee,5-10yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,Changing lane to the right,"Poonamallee High Road, Chennai",Slight Injury
13:00:00,Saturday,Over 51,Male,Junior high school,Employee,5-10yr,other,Daylight,Normal,Vehicle with vehicle collision,Driving carelessly,"Porur, Chennai",Slight Injury
22:30:00,Saturday,18-30,Male,Junior high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,Changing lane to the left,"Velachery Main Road, Chennai",Slight Injury
22:30:00,Saturday,Unknown,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,No priority to vehicle,"OMR, Chennai",Slight Injury
17:35:00,Saturday,31-50,Male,Junior high school,Employee,No Licence,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,Driving carelessly,"Chromepet, Chennai",Serious Injury
17:35:00,Saturday,31-50,Male,Above high school,Employee,Below 1yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,Changing lane to the right,"Outer Ring Road, Chennai",Serious Injury
17:35:00,Saturday,Unknown,Female,Elementary school,Employee,5-10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,Driving carelessly,"Old Mahabalipuram Road, Chennai",Serious Injury
12:00:00,Thursday,18-30,Male,Elementary school,Employee,5-10yr,Undivided Two way,Daylight,Normal,Rollover,Driving under the influence of drugs,"Tambaram, Chennai",Slight Injury
12:00:00,Thursday,Unknown,Female,Junior high school,Employee,5-10yr,Undivided Two way,Daylight,Normal,Collision with roadside objects,No distancing,"ECR, Chennai",Slight Injury
09:10:00,Wednesday,Unknown,Male,High school,Employee,5-10yr,Double carriageway (median),Daylight,Normal,Vehicle with vehicle collision,Changing lane to the left,"GST Road, Chennai",Slight Injury
16:35:00,Friday,18-30,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,No priority to vehicle,"Alandur, Chennai",Serious Injury
22:08:00,Tuesday,31-50,Male,Junior high school,Employee,2-5yr,Unknown,Darkness - lights lit,Normal,Collision with roadside objects,Moving Backward,"Rajiv Gandhi Salai, Chennai",Slight Injury
22:08:00,Tuesday,18-30,Male,Writing & reading,Employee,5-10yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,Moving Backward,"Poonamallee High Road, Chennai",Slight Injury
07:01:00,Thursday,31-50,Male,Junior high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Raining,Vehicle with vehicle collision,No distancing,"Porur, Chennai",Serious Injury
22:26:00,Saturday,31-50,Male,Junior high school,Employee,1-2yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,Changing lane to the right,"Velachery Main Road, Chennai",Slight Injury
22:26:00,Saturday,Under 18,Male,Writing & reading,Employee,Below 1yr,other,Darkness - lights lit,Normal,Rollover,Changing lane to the right,"OMR, Chennai",Slight Injury
08:25:00,Thursday,Under 18,Unknown,Elementary school,Employee,1-2yr,Two-way (divided with broken lines road marking),Daylight,Windy,Rollover,Moving Backward,"Chromepet, Chennai",Slight Injury
08:25:00,Thursday,Under 18,Male,Junior high school,Employee,5-10yr,Double carriageway (median),Daylight,Windy,Collision with pedestrians,Driving carelessly,"Outer Ring Road, Chennai",Slight Injury
22:06:00,Wednesday,Unknown,Female,Elementary school,Employee,Above 10yr,Double carriageway (median),Darkness - lights lit,Windy,Vehicle with vehicle collision,Driving under the influence of drugs,"Old Mahabalipuram Road, Chennai",Slight Injury
22:06:00,Wednesday,18-30,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Windy,Vehicle with vehicle collision,No distancing,"Tambaram, Chennai",Slight Injury
17:20:00,Thursday,Under 18,Male,Elementary school,Employee,2-5yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,No distancing,"ECR, Chennai",Slight Injury
17:20:00,Thursday,Over 51,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Collision with pedestrians,No priority to vehicle,"GST Road, Chennai",Slight Injury
14:50:00,Saturday,Unknown,Male,Junior high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Collision with pedestrians,Driving to the left,"Alandur, Chennai",Slight Injury
14:50:00,Saturday,18-30,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,No priority to vehicle,"Rajiv Gandhi Salai, Chennai",Slight Injury
10:00:00,Tuesday,18-30,Male,Junior high school,Owner,Below 1yr,One way,Daylight,Normal,Vehicle with vehicle collision,No priority to vehicle,"Poonamallee High Road, Chennai",Slight Injury
10:00:00,Tuesday,Unknown,Male,Junior high school,Employee,2-5yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,No priority to vehicle,"Porur, Chennai",Slight Injury
12:05:00,Saturday,31-50,Male,Junior high school,Employee,Above 10yr,other,Daylight,Normal,Collision with roadside objects,No distancing,"Velachery Main Road, Chennai",Slight Injury
12:05:00,Saturday,31-50,Male,Junior high school,Employee,2-5yr,,Daylight,Normal,Vehicle with vehicle collision,Moving Backward,"OMR, Chennai",Slight Injury
16:30:00,Monday,31-50,Male,Elementary school,Employee,Above 10yr,Undivided Two way,Darkness - lights lit,Other,Collision with roadside objects,Changing lane to the right,"Chromepet, Chennai",Serious Injury
21:00:00,Saturday,Unknown,Female,Elementary school,Employee,Above 10yr,other,Darkness - lights lit,Normal,Vehicle with vehicle collision,Driving carelessly,"Outer Ring Road, Chennai",Slight Injury
21:00:00,Saturday,31-50,Male,Elementary school,Other,Above 10yr,other,Darkness - lights lit,Normal,Vehicle with vehicle collision,Changing lane to the left,"Old Mahabalipuram Road, Chennai",Slight Injury
11:00:00,Sunday,Unknown,Male,Junior high school,Employee,Above 10yr,other,Daylight,Normal,Collision with roadside objects,No distancing,"Tambaram, Chennai",Serious Injury
11:00:00,Sunday,18-30,Male,Junior high school,Employee,Below 1yr,,Daylight,Normal,Vehicle with vehicle collision,Changing lane to the right,"ECR, Chennai",Serious Injury
10:50:00,Friday,Over 51,Male,Elementary school,Employee,5-10yr,Undivided Two way,Daylight,Unknown,Vehicle with vehicle collision,Driving under the influence of drugs,"GST Road, Chennai",Slight Injury
15:00:00,Saturday,18-30,Male,Junior high school,Employee,2-5yr,other,Daylight,Raining,Collision with roadside objects,No distancing,"Alandur, Chennai",Slight Injury
15:00:00,Saturday,31-50,Male,Junior high school,Employee,Above 10yr,other,Daylight,Raining,Collision with roadside objects,Overturning,"Rajiv Gandhi Salai, Chennai",Slight Injury
17:35:00,Saturday,Over 51,Male,Junior high school,Employee,Below 1yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,No distancing,"Poonamallee High Road, Chennai",Serious Injury
17:35:00,Saturday,18-30,Male,Junior high school,Owner,2-5yr,other,Darkness - lights lit,Normal,Vehicle with vehicle collision,Changing lane to the right,"Porur, Chennai",Serious Injury
18:05:00,Saturday,18-30,Male,Junior high school,Employee,Above 10yr,Undivided Two way,Darkness - lights lit,Other,Vehicle with vehicle collision,No priority to vehicle,"Velachery Main Road, Chennai",Slight Injury
18:05:00,Saturday,Under 18,Male,Writing & reading,Employee,2-5yr,Double carriageway (median),Darkness - lights lit,Other,Vehicle with vehicle collision,Changing lane to the right,"OMR, Chennai",Slight Injury
13:00:00,Thursday,Unknown,Male,Junior high school,Employee,2-5yr,other,Daylight,Normal,Vehicle with vehicle collision,Changing lane to the left,"Chromepet, Chennai",Slight Injury
18:40:00,Sunday,Unknown,Female,High school,Employee,2-5yr,Undivided Two way,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,No distancing,"Outer Ring Road, Chennai",Slight Injury
01:59:00,Monday,Under 18,Male,Junior high school,Employee,1-2yr,One way,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,No priority to pedestrian,"Old Mahabalipuram Road, Chennai",Slight Injury
01:59:00,Monday,Unknown,Male,High school,Employee,5-10yr,Undivided Two way,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,Driving carelessly,"Tambaram, Chennai",Slight Injury
11:15:00,Monday,Unknown,Male,Elementary school,Employee,2-5yr,other,Daylight,Unknown,Vehicle with vehicle collision,No distancing,"130 Feet Road, Anna Nagar",Slight Injury
16:15:00,Tuesday,31-50,Male,Junior high school,Employee,1-2yr,other,Daylight,Normal,Vehicle with vehicle collision,Driving carelessly,"Nungambakkam, Chennai",Slight Injury
16:15:00,Tuesday,31-50,Male,Elementary school,Employee,1-2yr,One way,Daylight,Normal,Vehicle with vehicle collision,Driving carelessly,"Mount Road, Chennai",Slight Injury
16:15:00,Tuesday,Unknown,Male,High school,Employee,No Licence,One way,Daylight,Normal,Vehicle with vehicle collision,Moving Backward,"T Nagar, Chennai",Slight Injury
10:59:00,Friday,Over 51,Male,Junior high school,Owner,5-10yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,Overtaking,"GST Road, Chennai",Slight Injury
15:29:00,Wednesday,Over 51,Male,Junior high school,Employee,1-2yr,other,Daylight,Normal,Vehicle with vehicle collision,No priority to vehicle,"Chromepet, Chennai",Slight Injury
15:50:00,Wednesday,Unknown,Unknown,Junior high school,Employee,2-5yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,No priority to vehicle,"Outer Ring Road, Chennai",Slight Injury
15:50:00,Wednesday,31-50,Male,Junior high school,Employee,5-10yr,other,Daylight,Normal,Vehicle with vehicle collision,Changing lane to the left,"Old Mahabalipuram Road, Chennai",Slight Injury
15:50:00,Wednesday,31-50,Male,,,,other,Daylight,Normal,Vehicle with vehicle collision,No priority to vehicle,"Tambaram, Chennai",Slight Injury
08:51:00,Friday,31-50,Male,,,,Double carriageway (median),Daylight,Normal,Vehicle with vehicle collision,No distancing,"Rajiv Gandhi Salai, Chennai",Slight Injury
08:51:00,Friday,Under 18,Male,Junior high school,Employee,2-5yr,Undivided Two way,Daylight,Normal,Collision with roadside objects,Moving Backward,"Poonamallee High Road, Chennai",Slight Injury
08:53:00,Monday,18-30,Male,Junior high school,Employee,Above 10yr,other,Daylight,Normal,Vehicle with vehicle collision,Changing lane to the right,"Porur, Chennai",Slight Injury
08:53:00,Monday,18-30,Male,Junior high school,Owner,Above 10yr,other,Daylight,Normal,Collision with pedestrians,No distancing,"Velachery Main Road, Chennai",Slight Injury
17:10:00,Thursday,31-50,Male,,,,Two-way (divided with solid lines road marking),Darkness - lights lit,Other,Vehicle with vehicle collision,Overtaking,"OMR, Chennai",Slight Injury
17:10:00,Thursday,Under 18,Male,Elementary school,Owner,Above 10yr,Undivided Two way,Darkness - lights lit,Other,Collision with roadside objects,No distancing,"Alandur, Chennai",Slight Injury
18:10:00,Sunday,Unknown,Female,,,,Undivided Two way,Daylight,Unknown,Vehicle with vehicle collision,Changing lane to the left,"GST Road, Chennai",Slight Injury
18:10:00,Sunday,31-50,Male,Junior high school,Owner,5-10yr,other,Daylight,Unknown,Vehicle with vehicle collision,Driving under the influence of drugs,"Old Mahabalipuram Road, Chennai",Slight Injury
06:00:00,Tuesday,18-30,Male,Junior high school,Owner,Above 10yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,No distancing,"Tambaram, Chennai",Slight Injury
06:00:00,Tuesday,18-30,Male,High school,Owner,Above 10yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,No distancing,"131 Feet Road, Anna Nagar",Slight Injury
15:23:00,Monday,18-30,Male,,,,Double carriageway (median),Daylight,Normal,Vehicle with vehicle collision,Changing lane to the right,"Nungambakkam, Chennai",Slight Injury
09:04:00,Thursday,18-30,Male,Elementary school,Employee,5-10yr,Undivided Two way,Daylight,Fog or mist,Rollover,Changing lane to the left,"Mount Road, Chennai",Slight Injury
04:00:00,Saturday,Unknown,Male,Elementary school,Owner,Above 10yr,other,Darkness - lights lit,Other,Collision with roadside objects,Moving Backward,"T Nagar, Chennai",Slight Injury
