Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Lanes_or_Medians,Light_conditions,Weather_conditions,Type_of_collision,Cause_of_accident,Location,Accident_severity
22:10:00,Friday,Unknown,Male,Unknown,Unknown,Unknown,Undivided Two way,Darkness - lights lit,Normal,Collision with pedestrians,No distancing,"GST Road, Chennai",2
19:44:00,Thursday,31-50,Male,High school,Owner,5-10yr,Two-way (divided with broken lines road marking),Darkness - no lighting,Normal,Vehicle with vehicle collision,Changing lane to the left,"Old Mahabalipuram Road, Chennai",2
19:44:00,Thursday,31-50,Male,Elementary school,Employee,2-5yr,Two-way (divided with broken lines road marking),Darkness - no lighting,Normal,Vehicle with vehicle collision,Driving carelessly,"Tambaram, Chennai",2
17:51:00,Sunday,Over 51,Male,Unknown,Unknown,Unknown,Unknown,Darkness - lights lit,Raining,Vehicle with vehicle collision,Changing lane to the right,"ECR, Chennai",2
17:51:00,Sunday,18-30,Male,Unknown,Unknown,Unknown,Undivided Two way,Darkness - lights lit,Raining,Vehicle with vehicle collision,No priority to vehicle,"OMR, Chennai",2
03:10:00,Friday,31-50,Male,High school,Owner,1-2yr,other,Darkness - lights lit,Normal,Vehicle with vehicle collision,No distancing,"Alandur, Chennai",1
03:10:00,Friday,31-50,Male,Junior high school,Employee,1-2yr,other,Darkness - lights lit,Normal,Vehicle with vehicle collision,No priority to pedestrian,"Vadapalani, Chennai",1
02:08:00,Saturday,31-50,Male,Junior high school,Employee,1-2yr,other,Darkness - lights lit,Other,Vehicle with vehicle collision,No priority to pedestrian,"Thirumangalam High Road, Chennai",2
08:30:00,Sunday,31-50,Male,Junior high school,Employee,Above 10yr,Unknown,Daylight,Normal,Vehicle with vehicle collision,No priority to vehicle,"Perambur, Chennai",2
07:30:00,Tuesday,18-30,Male,Junior high school,Employee,1-2yr,Undivided Two way,Daylight,Normal,Collision with pedestrians,Changing lane to the left,"GST Road, Chennai",2
07:30:00,Tuesday,Unknown,Male,High school,Owner,Above 10yr,other,Daylight,Normal,Vehicle with vehicle collision,Changing lane to the left,"Old Mahabalipuram Road, Chennai",2
16:10:00,Monday,18-30,Male,Junior high school,Employee,Above 10yr,other,Darkness - lights lit,Raining,Vehicle with vehicle collision,No distancing,"Tambaram, Chennai",2
16:10:00,Monday,31-50,Male,Junior high school,Employee,1-2yr,Undivided Two way,Darkness - lights lit,Raining,Vehicle with vehicle collision,No priority to vehicle,"ECR, Chennai",2
09:00:00,Tuesday,31-50,Male,Junior high school,Employee,1-2yr,other,Daylight,Normal,Vehicle with vehicle collision,No distancing,"GST Road, Chennai",2
15:42:00,Tuesday,Over 51,Male,High school,Employee,2-5yr,Undivided Two way,Daylight,Normal,Collision with roadside objects,No distancing,"Alandur, Chennai",2
05:30:00,Thursday,31-50,Male,Junior high school,Employee,2-5yr,Double carriageway (median),Darkness - lights lit,Normal,Vehicle with vehicle collision,Changing lane to the right,"Rajiv Gandhi Salai, Chennai",2
05:30:00,Thursday,18-30,Male,Junior high school,Employee,1-2yr,other,Darkness - lights lit,Normal,Vehicle with vehicle collision,Changing lane to the left,"Poonamallee High Road, Chennai",2
20:45:00,Thursday,Under 18,Male,Elementary school,Employee,5-10yr,Undivided Two way,Darkness - lights lit,Raining,Vehicle with vehicle collision,No distancing,"Porur, Chennai",2
20:45:00,Thursday,31-50,Male,Junior high school,Employee,5-10yr,One way,Darkness - lights lit,Raining,Vehicle with vehicle collision,Overturning,"Velachery Main Road, Chennai",2
20:30:00,Thursday,31-50,Male,Junior high school,Employee,1-2yr,Undivided Two way,Darkness - lights lit,Raining,Vehicle with vehicle collision,No priority to vehicle,"OMR, Chennai",2
00:55:00,Friday,31-50,Male,Elementary school,Other,5-10yr,other,Darkness - lights lit,Normal,Vehicle with vehicle collision,Moving Backward,"Chromepet, Chennai",2
00:55:00,Friday,31-50,Male,Junior high school,Employee,2-5yr,other,Darkness - lights lit,Normal,Vehicle with vehicle collision,Driving under the influence of drugs,"Outer Ring Road, Chennai",2
02:31:00,Sunday,Unknown,Male,Elementary school,Employee,5-10yr,One way,Darkness - lights lit,Normal,Collision with roadside objects,Moving Backward,"Old Mahabalipuram Road, Chennai",2
02:31:00,Sunday,Over 51,Male,Junior high school,Employee,Above 10yr,One way,Darkness - lights lit,Normal,Vehicle with vehicle collision,Changing lane to the right,"Tambaram, Chennai",2
02:31:00,Sunday,Over 51,Male,Junior high school,Employee,Above 10yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,Overspeed,"ECR, Chennai",2
02:31:00,Sunday,Over 51,Male,Elementary school,Owner,2-5yr,other,Darkness - lights lit,Normal,Vehicle with vehicle collision,Driving under the influence of drugs,"GST Road, Chennai",2
02:31:00,Sunday,Over 51,Male,Elementary school,Employee,5-10yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,Driving carelessly,"Alandur, Chennai",2
02:31:00,Sunday,Unknown,Female,Junior high school,Owner,1-2yr,other,Darkness - lights lit,Normal,Rollover,No distancing,"Rajiv Gandhi Salai, Chennai",2
14:50:00,Saturday,31-50,Male,Elementary school,Employee,Above 10yr,other,Daylight,Normal,Vehicle with vehicle collision,No priority to vehicle,"Poonamallee High Road, Chennai",2
14:50:00,Saturday,18-30,Male,Junior high school,Employee,5-10yr,Double carriageway (median),Daylight,Normal,Vehicle with vehicle collision,Overspeed,"Porur, Chennai",2
16:20:00,Saturday,18-30,Male,Junior high school,Employee,2-5yr,Undivided Two way,Darkness - lights lit,Normal,Collision with roadside objects,Driving under the influence of drugs,"Velachery Main Road, Chennai",2
16:20:00,Saturday,Unknown,Male,Elementary school,Employee,Above 10yr,other,Darkness - lights lit,Normal,Vehicle with vehicle collision,Changing lane to the right,"OMR, Chennai",2
11:09:00,Sunday,18-30,Male,Junior high school,Employee,2-5yr,other,Daylight,Normal,Vehicle with vehicle collision,Changing lane to the right,"Chromepet, Chennai",2
11:09:00,Sunday,31-50,Male,Elementary school,Employee,Above 10yr,Two-way (divided with solid lines road marking),Daylight,Normal,Vehicle with vehicle collision,Changing lane to the right,"Outer Ring Road, Chennai",2
19:20:00,Sunday,Over 51,Male,Junior high school,Employee,Above 10yr,Undivided Two way,Darkness - lights unlit,Raining,Collision with roadside objects,Changing lane to the right,"Old Mahabalipuram Road, Chennai",2
19:20:00,Sunday,Under 18,Male,Junior high school,Employee,2-5yr,Undivided Two way,Darkness - lights unlit,Raining,Collision with roadside objects,Moving Backward,"Tambaram, Chennai",2
17:10:00,Monday,18-30,Male,Junior high school,Employee,Above 10yr,other,Darkness - lights lit,Windy,Vehicle with vehicle collision,No distancing,"ECR, Chennai",2
17:10:00,Monday,Unknown,Male,Junior high school,Employee,Above 10yr,Undivided Two way,Darkness - lights lit,Windy,Vehicle with vehicle collision,Overspeed,"GST Road, Chennai",2
03:08:00,Saturday,18-30,Male,Junior high school,Employee,Below 1yr,Undivided Two way,Darkness - lights lit,Normal,Collision with roadside objects,No distancing,"Alandur, Chennai",2
03:08:00,Saturday,Unknown,Male,Junior high school,Owner,Above 10yr,Double carriageway (median),Darkness - lights lit,Normal,Collision with roadside objects,Driving carelessly,"Rajiv Gandhi Salai, Chennai",2
16:40:00,Tuesday,Over 51,Male,High school,Other,Above 10yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,No distancing,"Poonamallee High Road, Chennai",2
08:25:00,Tuesday,31-50,Male,Junior high school,Employee,5-10yr,other,Daylight,Normal,Vehicle with vehicle collision,No distancing,"Porur, Chennai",2
08:25:00,Tuesday,Unknown,Male,Elementary school,Unknown,Unknown,other,Daylight,Normal,Vehicle with vehicle collision,No distancing,"Velachery Main Road, Chennai",2
17:30:00,Wednesday,31-50,Male,Junior high school,Employee,5-10yr,other,Darkness - lights lit,Normal,Collision with roadside objects,Changing lane to the right,"OMR, Chennai",2
21:30:00,Thursday,Unknown,Female,Junior high school,Employee,5-10yr,other,Darkness - lights lit,Normal,Vehicle with vehicle collision,No distancing,"Chromepet, Chennai",2
01:02:00,Friday,Under 18,Male,Junior high school,Owner,Below 1yr,Undivided Two way,Darkness - lights lit,Normal,Collision with roadside-parked vehicles,No priority to vehicle,"Outer Ring Road, Chennai",2
01:02:00,Friday,Unknown,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,Changing lane to the left,"Old Mahabalipuram Road, Chennai",2
12:27:00,Sunday,Under 18,Male,Elementary school,Employee,2-5yr,Two-way (divided with broken lines road marking),Daylight,Normal,Collision with roadside objects,Moving Backward,"Tambaram, Chennai",2
12:27:00,Sunday,Under 18,Male,Junior high school,Owner,2-5yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,Driving carelessly,"ECR, Chennai",2
20:50:00,Sunday,Under 18,Male,Elementary school,Employee,2-5yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,Changing lane to the left,"GST Road, Chennai",2
20:50:00,Sunday,Unknown,Female,Junior high school,Owner,2-5yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,No priority to pedestrian,"Alandur, Chennai",2
18:00:00,Tuesday,Over 51,Male,Junior high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,No distancing,"Rajiv Gandhi Salai, Chennai",2
18:00:00,Tuesday,Unknown,Male,Junior high school,Employee,2-5yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,No distancing,"Poonamallee High Road, Chennai",2
01:55:00,Saturday,Unknown,Male,Junior high school,Employee,1-2yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Collision with roadside-parked vehicles,Overturning,"Porur, Chennai",2
01:55:00,Saturday,18-30,Male,Junior high school,Employee,2-5yr,Undivided Two way,Darkness - lights lit,Normal,Collision with roadside-parked vehicles,No distancing,"Velachery Main Road, Chennai",2
01:55:00,Saturday,18-30,Male,Junior high school,Employee,1-2yr,Double carriageway (median),Darkness - lights lit,Normal,Collision with animals,Drunk driving,"OMR, Chennai",2
01:55:00,Saturday,Unknown,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Collision with animals,Moving Backward,"Chromepet, Chennai",2
10:05:00,Monday,Over 51,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Collision with animals,No priority to pedestrian,"Outer Ring Road, Chennai",2
21:27:00,Monday,31-50,Male,Elementary school,Owner,2-5yr,Undivided Two way,Darkness - lights lit,Normal,Collision with animals,Changing lane to the left,"Old Mahabalipuram Road, Chennai",2
17:52:00,Wednesday,31-50,Male,Elementary school,Employee,Below 1yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Collision with animals,Changing lane to the left,"Tambaram, Chennai",2
17:52:00,Wednesday,31-50,Male,Unknown,Unknown,Unknown,Double carriageway (median),Darkness - lights lit,Normal,Collision with animals,Getting off the vehicle improperly,"117 Feet Road, Anna Nagar",2
07:30:00,Thursday,18-30,Male,Junior high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Collision with animals,No distancing,"Nungambakkam, Chennai",2
17:30:00,Saturday,31-50,Male,High school,Employee,1-2yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Collision with animals,Changing lane to the right,"Mount Road, Chennai",2
17:30:00,Saturday,31-50,Male,Junior high school,Owner,5-10yr,Unknown,Darkness - lights lit,Normal,Collision with animals,Changing lane to the right,"T Nagar, Chennai",2
17:30:00,Saturday,18-30,Male,Junior high school,Employee,1-2yr,Double carriageway (median),Darkness - lights lit,Normal,Collision with animals,Moving Backward,"GST Road, Chennai",2
17:30:00,Saturday,Unknown,Male,Junior high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Collision with animals,Driving at high speed,"Chromepet, Chennai",2
16:01:00,Sunday,Over 51,Male,Junior high school,Employee,Below 1yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Raining,Collision with animals,Changing lane to the left,"Outer Ring Road, Chennai",2
16:01:00,Sunday,Over 51,Male,Elementary school,Employee,2-5yr,One way,Darkness - lights lit,Raining,Other,Changing lane to the right,"Old Mahabalipuram Road, Chennai",2
16:01:00,Sunday,18-30,Male,Junior high school,Employee,5-10yr,Undivided Two way,Darkness - lights lit,Raining,Rollover,No distancing,"Tambaram, Chennai",2
16:01:00,Sunday,18-30,Male,Elementary school,Employee,5-10yr,Undivided Two way,Darkness - lights lit,Raining,Collision with animals,Changing lane to the right,"Rajiv Gandhi Salai, Chennai",2
14:30:00,Saturday,18-30,Male,Junior high school,Owner,1-2yr,other,Daylight,Normal,Rollover,Changing lane to the right,"Poonamallee High Road, Chennai",2
14:30:00,Saturday,Under 18,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Collision with animals,No distancing,"Porur, Chennai",2
09:18:00,Friday,31-50,Male,Unknown,Other,Unknown,Undivided Two way,Daylight,Normal,Collision with animals,Changing lane to the right,"Velachery Main Road, Chennai",1
08:05:00,Friday,31-50,Male,High school,Employee,2-5yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,Driving carelessly,"OMR, Chennai",2
02:09:00,Friday,31-50,Male,Junior high school,Employee,1-2yr,Double carriageway (median),Darkness - lights lit,Normal,Fall from vehicles,Driving carelessly,"Alandur, Chennai",2
02:09:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Undivided Two way,Darkness - lights lit,Normal,Collision with roadside-parked vehicles,Changing lane to the right,"GST Road, Chennai",2
00:03:00,Friday,31-50,Male,Junior high school,Employee,2-5yr,Undivided Two way,Darkness - lights lit,Normal,Collision with roadside-parked vehicles,Overturning,"Old Mahabalipuram Road, Chennai",2
00:03:00,Friday,Over 51,Male,Junior high school,Employee,No Licence,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Rollover,Changing lane to the right,"Tambaram, Chennai",2
15:20:00,Sunday,18-30,Male,Junior high school,Employee,Above 10yr,Double carriageway (median),Daylight,Normal,Collision with animals,Moving Backward,"118 Feet Road, Anna Nagar",2
15:20:00,Sunday,Unknown,Male,Junior high school,Employee,Above 10yr,Undivided Two way,Daylight,Normal,Collision with animals,No distancing,"Nungambakkam, Chennai",2
11:50:00,Thursday,18-30,Male,Junior high school,Employee,5-10yr,other,Daylight,Normal,Fall from vehicles,Overturning,"Mount Road, Chennai",2
11:50:00,Thursday,Unknown,Male,High school,Employee,2-5yr,Two-way (divided with broken lines road marking),Daylight,Normal,Collision with roadside-parked vehicles,Driving carelessly,"T Nagar, Chennai",2
23:01:00,Saturday,18-30,Male,High school,Owner,2-5yr,Undivided Two way,Darkness - lights lit,Normal,Collision with animals,Changing lane to the right,"Rajiv Gandhi Salai, Chennai",2
19:50:00,Monday,18-30,Male,Junior high school,Employee,Below 1yr,Undivided Two way,Darkness - lights lit,Normal,Collision with animals,Driving at high speed,"Kamarajar Salai, Chennai",2
18:10:00,Tuesday,31-50,Male,Junior high school,Owner,Above 10yr,Double carriageway (median),Darkness - lights lit,Normal,Collision with pedestrians,Changing lane to the left,"Thirumangalam, Chennai",2
18:10:00,Tuesday,Unknown,Male,Junior high school,Employee,Above 10yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,Driving carelessly,"GST Road, Chennai",2
18:50:00,Thursday,Over 51,Male,Elementary school,Employee,2-5yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,No distancing,"Poonamallee High Road, Chennai",2
18:50:00,Thursday,Unknown,Male,Junior high school,Employee,2-5yr,other,Darkness - lights lit,Normal,Collision with pedestrians,Moving Backward,"Porur, Chennai",2
17:00:00,Wednesday,Over 51,Male,Unknown,Employee,Above 10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,No priority to pedestrian,"Velachery Main Road, Chennai",2
17:00:00,Wednesday,18-30,Male,Elementary school,Employee,5-10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Collision with roadside objects,Moving Backward,"OMR, Chennai",2
11:50:00,Wednesday,18-30,Male,Junior high school,Employee,Below 1yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,Changing lane to the right,"Chromepet, Chennai",2
11:50:00,Wednesday,18-30,Male,Elementary school,Employee,Below 1yr,Double carriageway (median),Daylight,Normal,Vehicle with vehicle collision,No distancing,"Outer Ring Road, Chennai",2
14:39:00,Thursday,31-50,Male,Junior high school,Employee,Below 1yr,Double carriageway (median),Daylight,Normal,Vehicle with vehicle collision,Drunk driving,"Old Mahabalipuram Road, Chennai",2
21:00:00,Friday,Under 18,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Rollover,Changing lane to the right,"Tambaram, Chennai",2
21:00:00,Friday,31-50,Male,Junior high school,Owner,5-10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,Driving carelessly,"ECR, Chennai",2
17:30:00,Sunday,Over 51,Male,High school,Owner,5-10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,Driving to the left,"GST Road, Chennai",2
17:30:00,Sunday,Unknown,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,Changing lane to the right,"Alandur, Chennai",2
00:56:00,Monday,18-30,Male,Junior high school,Employee,2-5yr,Double carriageway (median),Darkness - lights lit,Normal,Collision with pedestrians,Changing lane to the right,"Rajiv Gandhi Salai, Chennai",1
00:56:00,Monday,31-50,Male,Elementary school,Employee,5-10yr,Double carriageway (median),Darkness - lights lit,Normal,Vehicle with vehicle collision,Driving carelessly,"Mount Road, Chennai",1
17:00:00,Monday,18-30,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Other,Collision with roadside objects,Changing lane to the left,"Vadapalani, Chennai",2
17:00:00,Monday,Unknown,Male,Junior high school,Employee,Below 1yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Other,Vehicle with vehicle collision,No priority to vehicle,"Thirumangalam High Road, Chennai",2
14:20:00,Tuesday,18-30,Male,Elementary school,Employee,2-5yr,Two-way (divided with broken lines road marking),Daylight,Normal,Rollover,Driving carelessly,"Perambur, Chennai",2
14:20:00,Tuesday,Under 18,Male,Junior high school,Employee,2-5yr,other,Daylight,Normal,Vehicle with vehicle collision,Changing lane to the right,"GST Road, Chennai",2
01:30:00,Wednesday,18-30,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Other,Vehicle with vehicle collision,Driving carelessly,"Old Mahabalipuram Road, Chennai",2
01:30:00,Wednesday,18-30,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Other,Vehicle with vehicle collision,Driving under the influence of drugs,"Tambaram, Chennai",2
13:45:00,Sunday,18-30,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,No distancing,"ECR, Chennai",2
13:45:00,Sunday,31-50,Male,Junior high school,Employee,Unknown,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,Changing lane to the left,"OMR, Chennai",2
13:45:00,Sunday,31-50,Male,Junior high school,Owner,5-10yr,Unknown,Daylight,Normal,Collision with roadside objects,No priority to vehicle,"Alandur, Chennai",2
16:20:00,Sunday,31-50,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,Moving Backward,"Vadapalani, Chennai",2
11:30:00,Wednesday,Over 51,Male,Junior high school,Employee,Below 1yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,Moving Backward,"Thirumangalam High Road, Chennai",2
11:30:00,Wednesday,Unknown,Male,Junior high school,Employee,1-2yr,Undivided Two way,Daylight,Normal,Collision with roadside objects,No distancing,"Perambur, Chennai",2
16:00:00,Thursday,Under 18,Male,Junior high school,Employee,Below 1yr,One way,Daylight,Normal,Collision with roadside objects,Changing lane to the right,"GST Road, Chennai",2
16:00:00,Thursday,31-50,Male,Junior high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,Changing lane to the right,"Old Mahabalipuram Road, Chennai",2
12:48:00,Tuesday,31-50,Male,Junior high school,Employee,Below 1yr,One way,Daylight,Normal,Vehicle with vehicle collision,Moving Backward,"Tambaram, Chennai",2
12:48:00,Tuesday,Unknown,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,Driving carelessly,"ECR, Chennai",2
05:10:00,Monday,31-50,Male,Junior high school,Employee,1-2yr,Double carriageway (median),Darkness - lights lit,Normal,Vehicle with vehicle collision,Driving under the influence of drugs,"GST Road, Chennai",2
10:35:00,Wednesday,Unknown,Female,Elementary school,Employee,5-10yr,Unknown,Daylight,Normal,Collision with roadside objects,No distancing,"Alandur, Chennai",2
10:35:00,Tuesday,Unknown,Male,Junior high school,Owner,Below 1yr,Unknown,Daylight,Normal,Vehicle with vehicle collision,No distancing,"Rajiv Gandhi Salai, Chennai",2
10:35:00,Tuesday,18-30,Male,Junior high school,Employee,Below 1yr,other,Daylight,Normal,Vehicle with vehicle collision,No priority to vehicle,"Poonamallee High Road, Chennai",2
08:45:00,Friday,Over 51,Male,Writing & reading,Employee,Below 1yr,Unknown,Daylight,Normal,Vehicle with vehicle collision,Driving to the left,"Porur, Chennai",2
08:45:00,Friday,31-50,Male,Junior high school,Employee,1-2yr,One way,Daylight,Normal,Vehicle with vehicle collision,No priority to vehicle,"Velachery Main Road, Chennai",2
20:14:00,Monday,18-30,Male,Elementary school,Owner,5-10yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,No priority to vehicle,"OMR, Chennai",2
20:14:00,Monday,18-30,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,No priority to vehicle,"Chromepet, Chennai",2
20:14:00,Monday,Unknown,Male,Junior high school,Owner,Below 1yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Collision with roadside objects,No distancing,"Outer Ring Road, Chennai",2
12:38:00,Friday,18-30,Male,Writing & reading,Employee,5-10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,Moving Backward,"Old Mahabalipuram Road, Chennai",2
10:05:00,Thursday,31-50,Male,Writing & reading,Employee,5-10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Collision with pedestrians,Changing lane to the right,"Tambaram, Chennai",2
10:05:00,Thursday,31-50,Male,Junior high school,Employee,5-10yr,other,Daylight,Normal,Collision with roadside objects,Driving carelessly,"ECR, Chennai",2
00:02:00,Monday,31-50,Male,Junior high school,Employee,2-5yr,other,Darkness - lights lit,Normal,Collision with roadside objects,Changing lane to the left,"GST Road, Chennai",2
00:02:00,Monday,Unknown,Male,Junior high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,No distancing,"Alandur, Chennai",2
17:25:00,Monday,Under 18,Male,Junior high school,Employee,5-10yr,Undivided Two way,Darkness - lights lit,Normal,Rollover,Changing lane to the right,"Rajiv Gandhi Salai, Chennai",2
17:25:00,Monday,18-30,Male,Junior high school,Employee,Above 10yr,other,Darkness - lights lit,Normal,Vehicle with vehicle collision,Driving under the influence of drugs,"Poonamallee High Road, Chennai",2
23:20:00,Saturday,31-50,Male,Junior high school,Employee,2-5yr,other,Darkness - lights lit,Normal,Vehicle with vehicle collision,No distancing,"Porur, Chennai",1
16:00:00,Friday,Over 51,Male,Junior high school,Employee,Below 1yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,Overturning,"Velachery Main Road, Chennai",2
07:30:00,Sunday,Unknown,Female,Junior high school,Employee,Below 1yr,other,Daylight,Normal,Vehicle with vehicle collision,No distancing,"OMR, Chennai",2
06:45:00,Friday,18-30,Male,Junior high school,Owner,5-10yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,Changing lane to the right,"Chromepet, Chennai",2
06:45:00,Friday,31-50,Male,Junior high school,Employee,2-5yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,No priority to vehicle,"Outer Ring Road, Chennai",2
17:18:00,Tuesday,18-30,Male,Elementary school,Employee,Below 1yr,Double carriageway (median),Darkness - lights lit,Normal,Vehicle with vehicle collision,Changing lane to the right,"Old Mahabalipuram Road, Chennai",2
17:18:00,Tuesday,18-30,Male,Junior high school,Employee,2-5yr,other,Darkness - lights lit,Normal,Vehicle with vehicle collision,Changing lane to the left,"Tambaram, Chennai",2
11:20:00,Sunday,31-50,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Collision with roadside objects,No distancing,"ECR, Chennai",2
16:51:00,Thursday,18-30,Male,High school,Employee,Above 10yr,other,Daylight,Normal,Vehicle with vehicle collision,No priority to pedestrian,"GST Road, Chennai",2
16:51:00,Thursday,31-50,Male,High school,Employee,Above 10yr,other,Daylight,Normal,Vehicle with vehicle collision,Driving carelessly,"Alandur, Chennai",2
14:47:00,Tuesday,18-30,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,No distancing,"Rajiv Gandhi Salai, Chennai",2
14:47:00,Tuesday,Unknown,Female,Elementary school,Employee,1-2yr,other,Daylight,Normal,Vehicle with vehicle collision,Driving carelessly,"Poonamallee High Road, Chennai",2
14:45:00,Thursday,Unknown,Male,Elementary school,Employee,5-10yr,Undivided Two way,Daylight,Normal,Collision with pedestrians,Driving carelessly,"Porur, Chennai",2
14:45:00,Thursday,Unknown,Male,Junior high school,Employee,5-10yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,Moving Backward,"Velachery Main Road, Chennai",2
23:01:00,Wednesday,Unknown,Female,Junior high school,Employee,1-2yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,Overtaking,"OMR, Chennai",2
23:01:00,Wednesday,18-30,Male,Junior high school,Owner,5-10yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,No priority to vehicle,"Chromepet, Chennai",2
18:16:00,Wednesday,18-30,Male,High school,Owner,Above 10yr,Double carriageway (median),Darkness - lights lit,Normal,Vehicle with vehicle collision,No priority to vehicle,"Outer Ring Road, Chennai",1
18:16:00,Wednesday,31-50,Male,Unknown,Owner,Below 1yr,other,Darkness - lights lit,Normal,Vehicle with vehicle collision,Changing lane to the left,"Old Mahabalipuram Road, Chennai",1
07:25:00,Monday,31-50,Male,Writing & reading,Owner,5-10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,No priority to vehicle,"Tambaram, Chennai",2
07:25:00,Monday,31-50,Male,Above high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Collision with roadside objects,No distancing,"ECR, Chennai",2
16:55:00,Monday,31-50,Male,High school,Employee,Below 1yr,Undivided Two way,Darkness - lights lit,Raining,Vehicle with vehicle collision,Moving Backward,"GST Road, Chennai",1
16:55:00,Monday,31-50,Male,Junior high school,Employee,1-2yr,Undivided Two way,Darkness - lights lit,Raining,Vehicle with vehicle collision,Changing lane to the right,"Alandur, Chennai",1
19:39:00,Friday,31-50,Male,Junior high school,Employee,Above 10yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,No distancing,"Rajiv Gandhi Salai, Chennai",2
